Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Lufttemperatur;Antall minutter nedbør siste time;Høyeste middelvind (1 t)
Strømtangen Fyr;SN17000;23.04.2015 21:00;0;10,4;0;6,7
Strømtangen Fyr;SN17000;23.04.2015 22:00;0;9,7;0;8
Strømtangen Fyr;SN17000;23.04.2015 23:00;0;9,4;0;8
Strømtangen Fyr;SN17000;24.04.2015 00:00;0;8,8;0;8,5
Strømtangen Fyr;SN17000;24.04.2015 01:00;0;8,4;0;9,8
Strømtangen Fyr;SN17000;24.04.2015 02:00;0;8,1;0;8,2
Strømtangen Fyr;SN17000;24.04.2015 03:00;0;7,9;0;7,8
Strømtangen Fyr;SN17000;24.04.2015 04:00;0;7,8;0;9,8
Strømtangen Fyr;SN17000;24.04.2015 05:00;0;7,8;0;10,3
Strømtangen Fyr;SN17000;24.04.2015 06:00;0;7,7;0;8,7
Strømtangen Fyr;SN17000;24.04.2015 07:00;0;7,8;0;7,9
Strømtangen Fyr;SN17000;24.04.2015 08:00;0;7,9;0;8,2
Strømtangen Fyr;SN17000;24.04.2015 09:00;0;7,9;0;8,3
Strømtangen Fyr;SN17000;24.04.2015 10:00;0;8;0;7,1
Strømtangen Fyr;SN17000;24.04.2015 11:00;0;8,1;0;7,1
Strømtangen Fyr;SN17000;24.04.2015 12:00;0;7,8;0;5,7
Strømtangen Fyr;SN17000;24.04.2015 13:00;0;8,1;0;7,3
Strømtangen Fyr;SN17000;24.04.2015 14:00;0;8,8;0;7,1
Strømtangen Fyr;SN17000;24.04.2015 15:00;0;8,4;0;10,1
Strømtangen Fyr;SN17000;24.04.2015 16:00;0;8,5;0;9,7
Strømtangen Fyr;SN17000;24.04.2015 17:00;0;8,4;0;9
Strømtangen Fyr;SN17000;24.04.2015 18:00;0;8,2;0;9,8
Strømtangen Fyr;SN17000;24.04.2015 19:00;0;8,3;0;9
Strømtangen Fyr;SN17000;24.04.2015 20:00;0;8,2;0;7,8
Strømtangen Fyr;SN17000;24.04.2015 21:00;0;8,1;0;10,8
Strømtangen Fyr;SN17000;24.04.2015 22:00;0;7,8;0;12,1
Strømtangen Fyr;SN17000;24.04.2015 23:00;0;7,7;0;13,1
Strømtangen Fyr;SN17000;25.04.2015 00:00;0;7,6;0;10,8
Strømtangen Fyr;SN17000;25.04.2015 01:00;0;7,5;0;10,5
Strømtangen Fyr;SN17000;25.04.2015 02:00;0;7,2;1;9,3
Strømtangen Fyr;SN17000;25.04.2015 03:00;0;7,2;7;9,1
Strømtangen Fyr;SN17000;25.04.2015 04:00;0;7;6;8,2
Strømtangen Fyr;SN17000;25.04.2015 05:00;0;7,2;0;7,5
Strømtangen Fyr;SN17000;25.04.2015 06:00;0;7,3;0;9
Strømtangen Fyr;SN17000;25.04.2015 07:00;0;7,4;0;9,2
Strømtangen Fyr;SN17000;25.04.2015 08:00;0;7,5;0;8,8
Strømtangen Fyr;SN17000;25.04.2015 09:00;0;7,6;28;9,7
Strømtangen Fyr;SN17000;25.04.2015 10:00;0;7,3;58;11,8
Strømtangen Fyr;SN17000;25.04.2015 11:00;0,3;7,2;35;11
Strømtangen Fyr;SN17000;25.04.2015 12:00;0;7,5;28;10,7
Strømtangen Fyr;SN17000;25.04.2015 13:00;0;8,1;4;10,6
Strømtangen Fyr;SN17000;25.04.2015 14:00;0;8,3;0;11
Strømtangen Fyr;SN17000;25.04.2015 15:00;0;8,4;0;9,5
Strømtangen Fyr;SN17000;25.04.2015 16:00;0;8,6;0;10
Strømtangen Fyr;SN17000;25.04.2015 17:00;0;8,5;5;11,3
Strømtangen Fyr;SN17000;25.04.2015 18:00;0;8,3;9;10,5
Strømtangen Fyr;SN17000;25.04.2015 19:00;0;8,2;0;10,9
Strømtangen Fyr;SN17000;25.04.2015 20:00;0;8,2;0;11,6
Strømtangen Fyr;SN17000;25.04.2015 21:00;0;8,2;0;12,3
Strømtangen Fyr;SN17000;25.04.2015 22:00;0;8,1;0;13,1
Strømtangen Fyr;SN17000;25.04.2015 23:00;0;7,9;0;13,6
Strømtangen Fyr;SN17000;26.04.2015 00:00;0;7,8;0;13
Strømtangen Fyr;SN17000;26.04.2015 01:00;0;7,4;0;12,4
Strømtangen Fyr;SN17000;26.04.2015 02:00;0;6,6;0;11,4
Strømtangen Fyr;SN17000;26.04.2015 03:00;0;6,2;0;12,6
Strømtangen Fyr;SN17000;26.04.2015 04:00;0;5,9;0;12
Strømtangen Fyr;SN17000;26.04.2015 05:00;0;6;0;12
Strømtangen Fyr;SN17000;26.04.2015 06:00;0;6;0;11,7
Strømtangen Fyr;SN17000;26.04.2015 07:00;0;6;0;12
Strømtangen Fyr;SN17000;26.04.2015 08:00;0;6,2;0;11,7
Strømtangen Fyr;SN17000;26.04.2015 09:00;0;6,2;0;10,8
Strømtangen Fyr;SN17000;26.04.2015 10:00;0;6,4;0;10,2
Strømtangen Fyr;SN17000;26.04.2015 11:00;0;6,9;0;10
Strømtangen Fyr;SN17000;26.04.2015 12:00;0;7,2;0;10
Strømtangen Fyr;SN17000;26.04.2015 13:00;0;7,7;0;9,6
Strømtangen Fyr;SN17000;26.04.2015 14:00;0;7,9;0;9,7
Strømtangen Fyr;SN17000;26.04.2015 15:00;0;8,2;0;10,2
Strømtangen Fyr;SN17000;26.04.2015 16:00;0;8,1;0;9,8
Strømtangen Fyr;SN17000;26.04.2015 17:00;0;8,1;0;9,9
Strømtangen Fyr;SN17000;26.04.2015 18:00;0;8;0;9,1
Strømtangen Fyr;SN17000;26.04.2015 19:00;0;7,8;0;7,8
Strømtangen Fyr;SN17000;26.04.2015 20:00;0;7,6;0;7,7
Strømtangen Fyr;SN17000;26.04.2015 21:00;0;7,7;0;7,7
Strømtangen Fyr;SN17000;26.04.2015 22:00;0;7,4;0;6,4
Strømtangen Fyr;SN17000;26.04.2015 23:00;0;7,5;0;2,9
Strømtangen Fyr;SN17000;27.04.2015 00:00;0;5,5;0;3,2
Strømtangen Fyr;SN17000;27.04.2015 01:00;0;5,3;0;3,4
Strømtangen Fyr;SN17000;27.04.2015 02:00;0;5;0;3,7
Strømtangen Fyr;SN17000;27.04.2015 03:00;0;3,8;0;3,7
Strømtangen Fyr;SN17000;27.04.2015 04:00;0;2,7;0;3,7
Strømtangen Fyr;SN17000;27.04.2015 05:00;0;2,4;0;2,3
Strømtangen Fyr;SN17000;27.04.2015 06:00;0;1,6;0;3,5
Strømtangen Fyr;SN17000;27.04.2015 07:00;0;1,7;0;3,8
Strømtangen Fyr;SN17000;27.04.2015 08:00;0;2,4;0;3,1
Strømtangen Fyr;SN17000;27.04.2015 09:00;0;3,3;0;2,1
Strømtangen Fyr;SN17000;27.04.2015 10:00;0;5,7;0;1,7
Strømtangen Fyr;SN17000;27.04.2015 11:00;0;6,6;0;1,7
Strømtangen Fyr;SN17000;27.04.2015 12:00;0;6,9;0;5,2
Strømtangen Fyr;SN17000;27.04.2015 13:00;0;7,4;0;8
Strømtangen Fyr;SN17000;27.04.2015 14:00;0;7,4;0;8,3
Strømtangen Fyr;SN17000;27.04.2015 15:00;0;7,4;0;8,5
Strømtangen Fyr;SN17000;27.04.2015 16:00;0;7,4;0;9,7
Strømtangen Fyr;SN17000;27.04.2015 17:00;0;7,1;0;10,2
Strømtangen Fyr;SN17000;27.04.2015 18:00;0;6,7;0;9,9
Strømtangen Fyr;SN17000;27.04.2015 19:00;0;6,6;0;9,9
Strømtangen Fyr;SN17000;27.04.2015 20:00;0;6,1;0;8,8
Strømtangen Fyr;SN17000;27.04.2015 21:00;0;5,7;0;9,5
Strømtangen Fyr;SN17000;27.04.2015 22:00;0;5,7;0;5,5
Strømtangen Fyr;SN17000;27.04.2015 23:00;0;5,4;0;3,1
Strømtangen Fyr;SN17000;28.04.2015 00:00;0;4,2;0;2,1
Strømtangen Fyr;SN17000;28.04.2015 01:00;0;3,3;0;3,1
Strømtangen Fyr;SN17000;28.04.2015 02:00;0;3,1;0;2,3
Strømtangen Fyr;SN17000;28.04.2015 03:00;0;3,1;0;2
Strømtangen Fyr;SN17000;28.04.2015 04:00;0;3,2;0;2,1
Strømtangen Fyr;SN17000;28.04.2015 05:00;0;1,7;0;2,8
Strømtangen Fyr;SN17000;28.04.2015 06:00;0;2,6;0;2,8
Strømtangen Fyr;SN17000;28.04.2015 07:00;0;3,7;0;2,2
Strømtangen Fyr;SN17000;28.04.2015 08:00;0;4,8;0;1,5
Strømtangen Fyr;SN17000;28.04.2015 09:00;0;5,4;0;1,5
Strømtangen Fyr;SN17000;28.04.2015 10:00;0;6,3;0;2,1
Strømtangen Fyr;SN17000;28.04.2015 11:00;0;6,5;0;3,2
Strømtangen Fyr;SN17000;28.04.2015 12:00;0;6,9;0;4,8
Strømtangen Fyr;SN17000;28.04.2015 13:00;0;7,4;0;4,6
Strømtangen Fyr;SN17000;28.04.2015 14:00;0;7,8;0;4,9
Strømtangen Fyr;SN17000;28.04.2015 15:00;0;7,6;0;7,2
Strømtangen Fyr;SN17000;28.04.2015 16:00;0;7,3;0;8,3
Strømtangen Fyr;SN17000;28.04.2015 17:00;0;7,6;0;8,5
Strømtangen Fyr;SN17000;28.04.2015 18:00;0;7,4;0;9,5
Strømtangen Fyr;SN17000;28.04.2015 19:00;0;7,1;0;9,3
Strømtangen Fyr;SN17000;28.04.2015 20:00;0;7;0;8,4
Strømtangen Fyr;SN17000;28.04.2015 21:00;0;7,1;0;7,4
Strømtangen Fyr;SN17000;28.04.2015 22:00;0;7,2;0;7,4
Strømtangen Fyr;SN17000;28.04.2015 23:00;0;7,4;0;7,7
Strømtangen Fyr;SN17000;29.04.2015 00:00;0;7,2;0;7,8
Strømtangen Fyr;SN17000;29.04.2015 01:00;0;6,3;0;7
Strømtangen Fyr;SN17000;29.04.2015 02:00;0;6,9;0;7,2
Strømtangen Fyr;SN17000;29.04.2015 03:00;0;6,1;6;5,9
Strømtangen Fyr;SN17000;29.04.2015 04:00;0;6,3;0;6
Strømtangen Fyr;SN17000;29.04.2015 05:00;0;6,1;1;7
Strømtangen Fyr;SN17000;29.04.2015 06:00;0;6,1;0;8,7
Strømtangen Fyr;SN17000;29.04.2015 07:00;0;5,8;0;8,9
Strømtangen Fyr;SN17000;29.04.2015 08:00;0;6;0;9,6
Strømtangen Fyr;SN17000;29.04.2015 09:00;0;6,4;0;9,9
Strømtangen Fyr;SN17000;29.04.2015 10:00;0;6,6;0;9,4
Strømtangen Fyr;SN17000;29.04.2015 11:00;0;6,9;0;11,4
Strømtangen Fyr;SN17000;29.04.2015 12:00;0;7,2;0;11,9
Strømtangen Fyr;SN17000;29.04.2015 13:00;0;7,6;0;11,7
Strømtangen Fyr;SN17000;29.04.2015 14:00;0;7,8;0;11,7
Strømtangen Fyr;SN17000;29.04.2015 15:00;0;8;0;13,2
Strømtangen Fyr;SN17000;29.04.2015 16:00;0;7,9;0;13,8
Strømtangen Fyr;SN17000;29.04.2015 17:00;0;8,2;0;13,5
Strømtangen Fyr;SN17000;29.04.2015 18:00;0;8,1;0;11,3
Strømtangen Fyr;SN17000;29.04.2015 19:00;0;8,3;0;11,7
Strømtangen Fyr;SN17000;29.04.2015 20:00;0;8,4;0;10,7
Strømtangen Fyr;SN17000;29.04.2015 21:00;0;8,3;0;9,5
Strømtangen Fyr;SN17000;29.04.2015 22:00;0;8,1;0;11
Strømtangen Fyr;SN17000;29.04.2015 23:00;0;8,1;0;12,2
Strømtangen Fyr;SN17000;30.04.2015 00:00;0;8;0;7,7
Strømtangen Fyr;SN17000;30.04.2015 01:00;0;7,6;3;6,8
Strømtangen Fyr;SN17000;30.04.2015 02:00;0;7,2;12;6,5
Strømtangen Fyr;SN17000;30.04.2015 03:00;0,6;6,8;60;10,5
Strømtangen Fyr;SN17000;30.04.2015 04:00;0;7;60;10,2
Strømtangen Fyr;SN17000;30.04.2015 05:00;1,4;6,7;60;10,5
Strømtangen Fyr;SN17000;30.04.2015 06:00;0;6,7;37;8
Strømtangen Fyr;SN17000;30.04.2015 07:00;0,1;6,5;53;8,9
Strømtangen Fyr;SN17000;30.04.2015 08:00;0;6,1;40;9,3
Strømtangen Fyr;SN17000;30.04.2015 09:00;0;6,1;7;8,4
Strømtangen Fyr;SN17000;30.04.2015 10:00;0;6,4;0;4,6
Strømtangen Fyr;SN17000;30.04.2015 11:00;0;7,1;0;5,1
Strømtangen Fyr;SN17000;30.04.2015 12:00;0;7,7;0;5
Strømtangen Fyr;SN17000;30.04.2015 13:00;0;8,1;0;4,4
Strømtangen Fyr;SN17000;30.04.2015 14:00;0;7,9;0;5,1
Strømtangen Fyr;SN17000;30.04.2015 15:00;0;7,7;0;6,5
Strømtangen Fyr;SN17000;30.04.2015 16:00;0;7,9;0;7,2
Strømtangen Fyr;SN17000;30.04.2015 17:00;0;8;0;7,2
Strømtangen Fyr;SN17000;30.04.2015 18:00;0;8,1;0;7,1
Strømtangen Fyr;SN17000;30.04.2015 19:00;0;7,9;0;7,2
Strømtangen Fyr;SN17000;30.04.2015 20:00;0;7,8;0;7,2
Strømtangen Fyr;SN17000;30.04.2015 21:00;0;7,8;0;6,9
Strømtangen Fyr;SN17000;30.04.2015 22:00;0;7,6;0;7
Strømtangen Fyr;SN17000;30.04.2015 23:00;0;7,6;0;6,7
Strømtangen Fyr;SN17000;01.05.2015 00:00;0;7,7;0;6,1
Strømtangen Fyr;SN17000;01.05.2015 01:00;0;7,1;0;5,1
Strømtangen Fyr;SN17000;01.05.2015 02:00;0;6,3;0;2,3
Strømtangen Fyr;SN17000;01.05.2015 03:00;0;5;0;2,5
Strømtangen Fyr;SN17000;01.05.2015 04:00;0;5;0;2,9
Strømtangen Fyr;SN17000;01.05.2015 05:00;0;4,5;0;3,3
Strømtangen Fyr;SN17000;01.05.2015 06:00;0;4,1;0;3,2
Strømtangen Fyr;SN17000;01.05.2015 07:00;0;4,9;0;2,4
Strømtangen Fyr;SN17000;01.05.2015 08:00;0;5,8;0;2,8
Strømtangen Fyr;SN17000;01.05.2015 09:00;0;7,9;0;2,3
Strømtangen Fyr;SN17000;01.05.2015 10:00;0;7,9;0;2,8
Strømtangen Fyr;SN17000;01.05.2015 11:00;0;8,6;0;3,5
Strømtangen Fyr;SN17000;01.05.2015 12:00;0;8,8;0;4,1
Strømtangen Fyr;SN17000;01.05.2015 13:00;0;8,8;2;4,3
Strømtangen Fyr;SN17000;01.05.2015 14:00;0;8,5;0;5,5
Strømtangen Fyr;SN17000;01.05.2015 15:00;0;8,5;0;5,5
Strømtangen Fyr;SN17000;01.05.2015 16:00;0;9,1;0;5,4
Strømtangen Fyr;SN17000;01.05.2015 17:00;0;9;0;7,8
Strømtangen Fyr;SN17000;01.05.2015 18:00;0;9,5;0;6,8
Strømtangen Fyr;SN17000;01.05.2015 19:00;0;9,6;0;5,2
Strømtangen Fyr;SN17000;01.05.2015 20:00;0;8;0;5,7
Strømtangen Fyr;SN17000;01.05.2015 21:00;0;7,4;0;5,3
Strømtangen Fyr;SN17000;01.05.2015 22:00;0;6,7;0;4,5
Strømtangen Fyr;SN17000;01.05.2015 23:00;0;5,8;0;2,7
Strømtangen Fyr;SN17000;02.05.2015 00:00;0;6,2;0;3,9
Strømtangen Fyr;SN17000;02.05.2015 01:00;0;5,4;0;5,4
Strømtangen Fyr;SN17000;02.05.2015 02:00;0;5,4;0;6,1
Strømtangen Fyr;SN17000;02.05.2015 03:00;0;5;0;5,6
Strømtangen Fyr;SN17000;02.05.2015 04:00;0;4,3;0;5,8
Strømtangen Fyr;SN17000;02.05.2015 05:00;0;4,4;0;5,4
Strømtangen Fyr;SN17000;02.05.2015 06:00;0;5,3;0;5,8
Strømtangen Fyr;SN17000;02.05.2015 07:00;0;6,7;0;5,7
Strømtangen Fyr;SN17000;02.05.2015 08:00;0;7,6;0;7
Strømtangen Fyr;SN17000;02.05.2015 09:00;0;9,4;0;6,8
Strømtangen Fyr;SN17000;02.05.2015 10:00;0;8,5;0;7,6
Strømtangen Fyr;SN17000;02.05.2015 11:00;0;9,1;0;8
Strømtangen Fyr;SN17000;02.05.2015 12:00;0;9,8;0;8,5
Strømtangen Fyr;SN17000;02.05.2015 13:00;0;10,4;0;8,5
Strømtangen Fyr;SN17000;02.05.2015 14:00;0;11,9;0;7,1
Strømtangen Fyr;SN17000;02.05.2015 15:00;0;11,4;0;7
Strømtangen Fyr;SN17000;02.05.2015 16:00;0;10,7;0;7,8
Strømtangen Fyr;SN17000;02.05.2015 17:00;0;10,8;0;7,9
Strømtangen Fyr;SN17000;02.05.2015 18:00;0;10,6;0;5,1
Strømtangen Fyr;SN17000;02.05.2015 19:00;0;9,9;0;4,7
Strømtangen Fyr;SN17000;02.05.2015 20:00;0;9,3;0;2,8
Strømtangen Fyr;SN17000;02.05.2015 21:00;0;8,6;0;1,7
Strømtangen Fyr;SN17000;02.05.2015 22:00;0;8,8;0;3,5
Strømtangen Fyr;SN17000;02.05.2015 23:00;0;8,5;0;2,7
Strømtangen Fyr;SN17000;03.05.2015 00:00;0;7,9;0;1,6
Strømtangen Fyr;SN17000;03.05.2015 01:00;0;6,9;0;3,2
Strømtangen Fyr;SN17000;03.05.2015 02:00;0;6,9;0;5,5
Strømtangen Fyr;SN17000;03.05.2015 03:00;0;6,6;0;6,7
Strømtangen Fyr;SN17000;03.05.2015 04:00;0;6,4;0;6,9
Strømtangen Fyr;SN17000;03.05.2015 05:00;0;6;0;6,7
Strømtangen Fyr;SN17000;03.05.2015 06:00;0;6;0;7,7
Strømtangen Fyr;SN17000;03.05.2015 07:00;0;6,4;0;6,7
Strømtangen Fyr;SN17000;03.05.2015 08:00;0;7,1;0;6,9
Strømtangen Fyr;SN17000;03.05.2015 09:00;0;8,7;0;5,7
Strømtangen Fyr;SN17000;03.05.2015 10:00;0;9,9;0;4,6
Strømtangen Fyr;SN17000;03.05.2015 11:00;0;10,9;0;2,8
Strømtangen Fyr;SN17000;03.05.2015 12:00;0;11,7;2;1,5
Strømtangen Fyr;SN17000;03.05.2015 13:00;0;11,2;0;3,6
Strømtangen Fyr;SN17000;03.05.2015 14:00;0;11,6;0;3,6
Strømtangen Fyr;SN17000;03.05.2015 15:00;0;12,3;0;3,7
Strømtangen Fyr;SN17000;03.05.2015 16:00;0;11,4;0;3,2
Strømtangen Fyr;SN17000;03.05.2015 17:00;0;11,9;0;2,9
Strømtangen Fyr;SN17000;03.05.2015 18:00;0;12,3;0;2,1
Strømtangen Fyr;SN17000;03.05.2015 19:00;0;11,3;0;2
Strømtangen Fyr;SN17000;03.05.2015 20:00;0;10,8;0;5,4
Strømtangen Fyr;SN17000;03.05.2015 21:00;0;10,3;0;6,2
